#截止2023-12-25，中国电信IP地址段共计5872条。电信AS区域
#IP起始	结束	数量	网络
103.238.188.0	103.238.191.255	1024	103.238.188.0/22
103.240.244.0	103.240.247.255	1024	103.240.244.0/22
103.242.168.0	103.242.169.255	512	103.242.168.0/23
103.242.170.0	103.242.170.255	256	103.242.170.0/24
103.242.172.0	103.242.175.255	1024	103.242.172.0/22
103.243.252.0	103.243.253.255	512	103.243.252.0/23
103.243.252.0	103.243.255.255	1024	103.243.252.0/22
103.243.254.0	103.243.255.255	512	103.243.254.0/23
103.244.80.0	103.244.83.255	1024	103.244.80.0/22
103.244.232.0	103.244.235.255	1024	103.244.232.0/22
103.247.168.0	103.247.171.255	1024	103.247.168.0/22
103.249.252.0	103.249.255.255	1024	103.249.252.0/22
103.254.188.0	103.254.191.255	1024	103.254.188.0/22
104.192.111.0	104.192.111.255	256	104.192.111.0/24
106.0.4.0	106.0.7.255	1024	106.0.4.0/22
106.2.128.0	106.2.159.255	8192	106.2.128.0/19
106.3.16.0	106.3.31.255	4096	106.3.16.0/20
106.3.32.0	106.3.39.255	2048	106.3.32.0/21
106.3.40.0	106.3.47.255	2048	106.3.40.0/21
106.3.128.0	106.3.135.255	2048	106.3.128.0/21
106.3.136.0	106.3.143.255	2048	106.3.136.0/21
106.3.152.0	106.3.159.255	2048	106.3.152.0/21
106.3.192.0	106.3.207.255	4096	106.3.192.0/20
106.4.0.0	106.5.255.255	131072	106.4.0.0/15
106.6.0.0	106.6.255.255	65536	106.6.0.0/16
106.7.0.0	106.7.255.255	65536	106.7.0.0/16
106.8.0.0	106.8.255.255	65536	106.8.0.0/16
106.9.0.0	106.9.63.255	16384	106.9.0.0/18
106.9.0.0	106.9.255.255	65536	106.9.0.0/16
106.12.252.0	106.12.252.255	256	106.12.252.0/24
106.12.253.0	106.12.253.255	256	106.12.253.0/24
106.12.254.0	106.12.254.255	256	106.12.254.0/24
106.13.244.0	106.13.245.255	512	106.13.244.0/23
106.13.246.0	106.13.247.255	512	106.13.246.0/23
106.13.248.0	106.13.249.255	512	106.13.248.0/23
106.13.252.0	106.13.253.255	512	106.13.252.0/23
106.13.254.0	106.13.255.255	512	106.13.254.0/23
106.16.0.0	106.17.255.255	131072	106.16.0.0/15
106.18.0.0	106.19.255.255	131072	106.18.0.0/15
106.32.0.0	106.32.255.255	65536	106.32.0.0/16
106.33.0.0	106.33.255.255	65536	106.33.0.0/16
106.34.0.0	106.34.255.255	65536	106.34.0.0/16
106.35.0.0	106.35.255.255	65536	106.35.0.0/16
106.36.0.0	106.36.255.255	65536	106.36.0.0/16
106.37.72.0	106.37.72.255	256	106.37.72.0/24
106.37.73.0	106.37.73.255	256	106.37.73.0/24
106.37.74.0	106.37.74.255	256	106.37.74.0/24
106.37.75.0	106.37.75.255	256	106.37.75.0/24
106.38.138.0	106.38.138.255	256	106.38.138.0/24
106.38.138.0	106.38.139.255	512	106.38.138.0/23
106.38.139.0	106.38.139.255	256	106.38.139.0/24
106.38.176.0	106.38.191.255	4096	106.38.176.0/20
106.38.182.0	106.38.182.255	256	106.38.182.0/24
106.38.192.0	106.38.223.255	8192	106.38.192.0/19
106.38.211.0	106.38.211.255	256	106.38.211.0/24
106.38.222.0	106.38.222.255	256	106.38.222.0/24
106.38.224.0	106.38.255.255	8192	106.38.224.0/19
106.38.234.0	106.38.234.255	256	106.38.234.0/24
106.38.235.0	106.38.235.255	256	106.38.235.0/24
106.38.252.0	106.38.252.255	256	106.38.252.0/24
106.39.160.0	106.39.191.255	8192	106.39.160.0/19
106.39.164.0	106.39.164.255	256	106.39.164.0/24
106.39.192.0	106.39.223.255	8192	106.39.192.0/19
106.39.224.0	106.39.255.255	8192	106.39.224.0/19
106.40.0.0	106.40.255.255	65536	106.40.0.0/16
106.41.0.0	106.41.255.255	65536	106.41.0.0/16
106.42.0.0	106.42.255.255	65536	106.42.0.0/16
106.43.0.0	106.43.255.255	65536	106.43.0.0/16
106.44.0.0	106.44.255.255	65536	106.44.0.0/16
106.45.0.0	106.45.255.255	65536	106.45.0.0/16
106.46.0.0	106.46.255.255	65536	106.46.0.0/16
106.47.0.0	106.47.1.255	512	106.47.0.0/23
106.47.0.0	106.47.255.255	65536	106.47.0.0/16
106.47.2.0	106.47.3.255	512	106.47.2.0/23
106.47.4.0	106.47.5.255	512	106.47.4.0/23
106.47.6.0	106.47.7.255	512	106.47.6.0/23
106.47.8.0	106.47.8.255	256	106.47.8.0/24
106.47.9.0	106.47.9.255	256	106.47.9.0/24
106.47.10.0	106.47.10.255	256	106.47.10.0/24
106.47.11.0	106.47.11.255	256	106.47.11.0/24
106.47.12.0	106.47.15.255	1024	106.47.12.0/22
106.47.16.0	106.47.16.255	256	106.47.16.0/24
106.47.17.0	106.47.17.255	256	106.47.17.0/24
106.47.18.0	106.47.18.255	256	106.47.18.0/24
106.47.19.0	106.47.19.255	256	106.47.19.0/24
106.47.20.0	106.47.23.255	1024	106.47.20.0/22
106.47.24.0	106.47.27.255	1024	106.47.24.0/22
106.47.28.0	106.47.31.255	1024	106.47.28.0/22
106.47.32.0	106.47.35.255	1024	106.47.32.0/22
106.47.36.0	106.47.39.255	1024	106.47.36.0/22
106.47.40.0	106.47.43.255	1024	106.47.40.0/22
106.47.44.0	106.47.47.255	1024	106.47.44.0/22
106.47.48.0	106.47.51.255	1024	106.47.48.0/22
106.47.52.0	106.47.52.255	256	106.47.52.0/24
106.47.53.0	106.47.53.255	256	106.47.53.0/24
106.47.54.0	106.47.55.255	512	106.47.54.0/23
106.47.56.0	106.47.56.255	256	106.47.56.0/24
106.47.57.0	106.47.57.255	256	106.47.57.0/24
106.47.58.0	106.47.58.255	256	106.47.58.0/24
106.47.59.0	106.47.59.255	256	106.47.59.0/24
106.47.60.0	106.47.60.255	256	106.47.60.0/24
106.47.61.0	106.47.61.255	256	106.47.61.0/24
106.47.62.0	106.47.62.255	256	106.47.62.0/24
106.47.63.0	106.47.63.255	256	106.47.63.0/24
106.47.64.0	106.47.64.255	256	106.47.64.0/24
106.47.65.0	106.47.65.255	256	106.47.65.0/24
106.47.66.0	106.47.66.255	256	106.47.66.0/24
106.47.67.0	106.47.67.255	256	106.47.67.0/24
106.47.68.0	106.47.68.255	256	106.47.68.0/24
106.47.69.0	106.47.69.255	256	106.47.69.0/24
106.47.70.0	106.47.70.255	256	106.47.70.0/24
106.47.71.0	106.47.71.255	256	106.47.71.0/24
106.47.72.0	106.47.72.255	256	106.47.72.0/24
106.47.73.0	106.47.73.255	256	106.47.73.0/24
106.47.74.0	106.47.74.255	256	106.47.74.0/24
106.47.75.0	106.47.75.255	256	106.47.75.0/24
106.47.76.0	106.47.76.255	256	106.47.76.0/24
106.47.77.0	106.47.77.255	256	106.47.77.0/24
106.47.78.0	106.47.78.255	256	106.47.78.0/24
106.47.79.0	106.47.79.255	256	106.47.79.0/24
106.47.80.0	106.47.80.255	256	106.47.80.0/24
106.47.81.0	106.47.81.255	256	106.47.81.0/24
106.47.82.0	106.47.82.255	256	106.47.82.0/24
106.47.83.0	106.47.83.255	256	106.47.83.0/24
106.47.84.0	106.47.84.255	256	106.47.84.0/24
106.47.85.0	106.47.85.255	256	106.47.85.0/24
106.47.86.0	106.47.86.255	256	106.47.86.0/24
106.47.87.0	106.47.87.255	256	106.47.87.0/24
106.47.88.0	106.47.88.255	256	106.47.88.0/24
106.47.89.0	106.47.89.255	256	106.47.89.0/24
106.47.90.0	106.47.91.255	512	106.47.90.0/23
106.47.92.0	106.47.92.255	256	106.47.92.0/24
106.47.93.0	106.47.93.255	256	106.47.93.0/24
106.47.94.0	106.47.94.255	256	106.47.94.0/24
106.47.95.0	106.47.95.255	256	106.47.95.0/24
106.47.96.0	106.47.96.255	256	106.47.96.0/24
106.47.97.0	106.47.97.255	256	106.47.97.0/24
106.47.98.0	106.47.98.255	256	106.47.98.0/24
106.47.99.0	106.47.99.255	256	106.47.99.0/24
106.47.100.0	106.47.100.255	256	106.47.100.0/24
106.47.101.0	106.47.101.255	256	106.47.101.0/24
106.47.102.0	106.47.102.255	256	106.47.102.0/24
106.47.103.0	106.47.103.255	256	106.47.103.0/24
106.47.108.0	106.47.108.255	256	106.47.108.0/24
106.47.109.0	106.47.109.255	256	106.47.109.0/24
106.47.110.0	106.47.110.255	256	106.47.110.0/24
106.47.111.0	106.47.111.255	256	106.47.111.0/24
106.47.112.0	106.47.112.255	256	106.47.112.0/24
106.47.113.0	106.47.113.255	256	106.47.113.0/24
106.47.114.0	106.47.114.255	256	106.47.114.0/24
106.47.115.0	106.47.115.255	256	106.47.115.0/24
106.47.116.0	106.47.116.255	256	106.47.116.0/24
106.47.117.0	106.47.117.255	256	106.47.117.0/24
106.47.118.0	106.47.118.255	256	106.47.118.0/24
106.47.119.0	106.47.119.255	256	106.47.119.0/24
106.47.120.0	106.47.123.255	1024	106.47.120.0/22
106.47.124.0	106.47.124.255	256	106.47.124.0/24
106.47.125.0	106.47.125.255	256	106.47.125.0/24
106.47.126.0	106.47.126.255	256	106.47.126.0/24
106.47.127.0	106.47.127.255	256	106.47.127.0/24
106.47.128.0	106.47.131.255	1024	106.47.128.0/22
106.47.132.0	106.47.135.255	1024	106.47.132.0/22
106.47.136.0	106.47.137.255	512	106.47.136.0/23
106.47.138.0	106.47.139.255	512	106.47.138.0/23
106.47.140.0	106.47.141.255	512	106.47.140.0/23
106.47.142.0	106.47.143.255	512	106.47.142.0/23
106.47.144.0	106.47.144.255	256	106.47.144.0/24
106.47.145.0	106.47.145.255	256	106.47.145.0/24
106.47.146.0	106.47.146.255	256	106.47.146.0/24
106.47.147.0	106.47.147.255	256	106.47.147.0/24
106.47.148.0	106.47.151.255	1024	106.47.148.0/22
106.47.152.0	106.47.153.255	512	106.47.152.0/23
106.47.154.0	106.47.155.255	512	106.47.154.0/23
106.47.156.0	106.47.157.255	512	106.47.156.0/23
106.47.158.0	106.47.159.255	512	106.47.158.0/23
106.47.160.0	106.47.163.255	1024	106.47.160.0/22
106.47.164.0	106.47.167.255	1024	106.47.164.0/22
106.47.168.0	106.47.171.255	1024	106.47.168.0/22
106.47.172.0	106.47.175.255	1024	106.47.172.0/22
106.47.176.0	106.47.177.255	512	106.47.176.0/23
106.47.178.0	106.47.178.255	256	106.47.178.0/24
106.47.180.0	106.47.181.255	512	106.47.180.0/23
106.47.182.0	106.47.183.255	512	106.47.182.0/23
106.47.184.0	106.47.184.255	256	106.47.184.0/24
106.47.185.0	106.47.185.255	256	106.47.185.0/24
106.47.186.0	106.47.186.255	256	106.47.186.0/24
106.47.187.0	106.47.187.255	256	106.47.187.0/24
106.47.188.0	106.47.188.255	256	106.47.188.0/24
106.47.189.0	106.47.189.255	256	106.47.189.0/24
106.47.190.0	106.47.190.255	256	106.47.190.0/24
106.47.191.0	106.47.191.255	256	106.47.191.0/24
106.47.192.0	106.47.193.255	512	106.47.192.0/23
106.47.194.0	106.47.195.255	512	106.47.194.0/23
106.47.196.0	106.47.197.255	512	106.47.196.0/23
106.47.198.0	106.47.199.255	512	106.47.198.0/23
106.47.200.0	106.47.201.255	512	106.47.200.0/23
106.47.202.0	106.47.203.255	512	106.47.202.0/23
106.47.208.0	106.47.208.255	256	106.47.208.0/24
106.47.209.0	106.47.209.255	256	106.47.209.0/24
106.47.210.0	106.47.210.255	256	106.47.210.0/24
106.47.211.0	106.47.211.255	256	106.47.211.0/24
106.47.212.0	106.47.212.255	256	106.47.212.0/24
106.47.216.0	106.47.217.255	512	106.47.216.0/23
106.47.218.0	106.47.219.255	512	106.47.218.0/23
106.47.220.0	106.47.220.255	256	106.47.220.0/24
106.47.222.0	106.47.223.255	512	106.47.222.0/23
106.48.0.0	106.48.7.255	2048	106.48.0.0/21
106.56.0.0	106.57.255.255	131072	106.56.0.0/15
106.56.217.0	106.56.217.255	256	106.56.217.0/24
106.56.218.0	106.56.219.255	512	106.56.218.0/23
106.58.0.0	106.59.255.255	131072	106.58.0.0/15
106.60.0.0	106.61.255.255	131072	106.60.0.0/15
106.60.56.0	106.60.59.255	1024	106.60.56.0/22
106.60.60.0	106.60.63.255	1024	106.60.60.0/22
106.60.64.0	106.60.95.255	8192	106.60.64.0/19
106.60.74.0	106.60.74.255	256	106.60.74.0/24
106.60.78.0	106.60.78.255	256	106.60.78.0/24
106.62.0.0	106.62.255.255	65536	106.62.0.0/16
106.75.0.0	106.75.31.255	8192	106.75.0.0/19
106.75.32.0	106.75.63.255	8192	106.75.32.0/19
106.75.64.0	106.75.95.255	8192	106.75.64.0/19
106.75.96.0	106.75.127.255	8192	106.75.96.0/19
106.75.128.0	106.75.143.255	4096	106.75.128.0/20
106.75.144.0	106.75.159.255	4096	106.75.144.0/20
106.75.160.0	106.75.175.255	4096	106.75.160.0/20
106.75.176.0	106.75.191.255	4096	106.75.176.0/20
106.75.208.0	106.75.223.255	4096	106.75.208.0/20
106.75.224.0	106.75.239.255	4096	106.75.224.0/20
106.75.240.0	106.75.255.255	4096	106.75.240.0/20
106.80.0.0	106.81.255.255	131072	106.80.0.0/15
106.82.0.0	106.83.255.255	131072	106.82.0.0/15
106.84.0.0	106.85.255.255	131072	106.84.0.0/15
106.86.0.0	106.87.255.255	131072	106.86.0.0/15
106.88.0.0	106.89.255.255	131072	106.88.0.0/15
106.90.0.0	106.91.255.255	131072	106.90.0.0/15
106.92.0.0	106.92.255.255	65536	106.92.0.0/16
106.108.0.0	106.109.255.255	131072	106.108.0.0/15
106.110.0.0	106.111.255.255	131072	106.110.0.0/15
106.112.0.0	106.112.255.255	65536	106.112.0.0/16
106.113.0.0	106.113.255.255	65536	106.113.0.0/16
106.114.0.0	106.114.255.255	65536	106.114.0.0/16
106.115.0.0	106.115.255.255	65536	106.115.0.0/16
106.116.0.0	106.116.255.255	65536	106.116.0.0/16
106.117.0.0	106.117.255.255	65536	106.117.0.0/16
106.118.0.0	106.118.255.255	65536	106.118.0.0/16
106.119.0.0	106.119.255.255	65536	106.119.0.0/16
106.120.144.0	106.120.159.255	4096	106.120.144.0/20
106.120.153.0	106.120.153.255	256	106.120.153.0/24
106.120.160.0	106.120.191.255	8192	106.120.160.0/19
106.120.172.0	106.120.172.255	256	106.120.172.0/24
106.122.0.0	106.122.255.255	65536	106.122.0.0/16
106.122.244.0	106.122.247.255	1024	106.122.244.0/22
106.122.248.0	106.122.255.255	2048	106.122.248.0/21
106.123.0.0	106.123.255.255	65536	106.123.0.0/16
106.124.0.0	106.124.255.255	65536	106.124.0.0/16
106.125.0.0	106.125.255.255	65536	106.125.0.0/16
106.126.0.0	106.126.15.255	4096	106.126.0.0/20
106.126.0.0	106.126.255.255	65536	106.126.0.0/16
106.127.0.0	106.127.255.255	65536	106.127.0.0/16
106.127.184.0	106.127.191.255	2048	106.127.184.0/21
106.224.0.0	106.227.255.255	262144	106.224.0.0/14
106.225.128.0	106.225.159.255	8192	106.225.128.0/19
106.225.192.0	106.225.255.255	16384	106.225.192.0/18
106.227.0.0	106.227.7.255	2048	106.227.0.0/21
106.227.8.0	106.227.11.255	1024	106.227.8.0/22
106.227.32.0	106.227.39.255	2048	106.227.32.0/21
106.228.0.0	106.228.255.255	65536	106.228.0.0/16
106.229.0.0	106.229.255.255	65536	106.229.0.0/16
106.230.0.0	106.230.255.255	65536	106.230.0.0/16
110.40.17.0	110.40.17.255	256	110.40.17.0/24
110.40.18.0	110.40.19.255	512	110.40.18.0/23
110.40.20.0	110.40.23.255	1024	110.40.20.0/22
110.40.24.0	110.40.31.255	2048	110.40.24.0/21
110.40.32.0	110.40.63.255	8192	110.40.32.0/19
110.40.64.0	110.40.127.255	16384	110.40.64.0/18
110.42.0.0	110.42.63.255	16384	110.42.0.0/18
110.42.64.0	110.42.95.255	8192	110.42.64.0/19
110.42.96.0	110.42.111.255	4096	110.42.96.0/20
110.43.32.0	110.43.39.255	2048	110.43.32.0/21
110.43.40.0	110.43.47.255	2048	110.43.40.0/21
110.43.48.0	110.43.55.255	2048	110.43.48.0/21
110.43.56.0	110.43.63.255	2048	110.43.56.0/21
110.43.64.0	110.43.79.255	4096	110.43.64.0/20
110.43.90.0	110.43.91.255	512	110.43.90.0/23
110.43.128.0	110.43.135.255	2048	110.43.128.0/21
110.43.136.0	110.43.143.255	2048	110.43.136.0/21
110.43.144.0	110.43.151.255	2048	110.43.144.0/21
110.43.152.0	110.43.159.255	2048	110.43.152.0/21
110.43.160.0	110.43.167.255	2048	110.43.160.0/21
110.43.168.0	110.43.175.255	2048	110.43.168.0/21
110.43.176.0	110.43.183.255	2048	110.43.176.0/21
110.43.192.0	110.43.223.255	8192	110.43.192.0/19
110.43.240.0	110.43.247.255	2048	110.43.240.0/21
110.43.248.0	110.43.255.255	2048	110.43.248.0/21
110.76.156.0	110.76.159.255	1024	110.76.156.0/22
110.76.184.0	110.76.187.255	1024	110.76.184.0/22
110.80.0.0	110.87.255.255	524288	110.80.0.0/13
110.80.128.0	110.80.143.255	4096	110.80.128.0/20
110.80.144.0	110.80.159.255	4096	110.80.144.0/20
110.81.152.0	110.81.152.255	256	110.81.152.0/24
110.81.153.0	110.81.153.255	256	110.81.153.0/24
110.84.129.0	110.84.129.255	256	110.84.129.0/24
110.84.130.0	110.84.130.255	256	110.84.130.0/24
110.84.131.0	110.84.131.255	256	110.84.131.0/24
110.85.4.0	110.85.5.255	512	110.85.4.0/23
110.88.0.0	110.91.255.255	262144	110.88.0.0/14
110.88.128.0	110.88.143.255	4096	110.88.128.0/20
110.88.144.0	110.88.151.255	2048	110.88.144.0/21
110.88.152.0	110.88.159.255	2048	110.88.152.0/21
110.88.160.0	110.88.167.255	2048	110.88.160.0/21
110.152.0.0	110.155.255.255	262144	110.152.0.0/14
110.156.0.0	110.157.255.255	131072	110.156.0.0/15
110.166.0.0	110.167.255.255	131072	110.166.0.0/15
110.172.211.0	110.172.211.255	256	110.172.211.0/24
110.172.213.0	110.172.213.255	256	110.172.213.0/24
110.172.217.0	110.172.217.255	256	110.172.217.0/24
110.172.221.0	110.172.221.255	256	110.172.221.0/24
110.173.32.0	110.173.47.255	4096	110.173.32.0/20
110.176.0.0	110.183.255.255	524288	110.176.0.0/13
110.184.0.0	110.191.255.255	524288	110.184.0.0/13
110.185.100.0	110.185.103.255	1024	110.185.100.0/22
110.185.104.0	110.185.105.255	512	110.185.104.0/23
110.185.104.0	110.185.111.255	2048	110.185.104.0/21
110.185.106.0	110.185.106.255	256	110.185.106.0/24
110.185.107.0	110.185.107.255	256	110.185.107.0/24
110.185.111.0	110.185.111.255	256	110.185.111.0/24
110.185.112.0	110.185.112.255	256	110.185.112.0/24
110.185.112.0	110.185.127.255	4096	110.185.112.0/20
110.185.113.0	110.185.113.255	256	110.185.113.0/24
110.185.120.0	110.185.120.255	256	110.185.120.0/24
110.185.121.0	110.185.121.255	256	110.185.121.0/24
110.185.184.0	110.185.187.255	1024	110.185.184.0/22
110.185.186.0	110.185.186.255	256	110.185.186.0/24
110.185.187.0	110.185.187.255	256	110.185.187.0/24
110.188.0.0	110.188.0.255	256	110.188.0.0/24
110.188.2.0	110.188.2.255	256	110.188.2.0/24
110.188.3.0	110.188.3.255	256	110.188.3.0/24
110.188.20.0	110.188.23.255	1024	110.188.20.0/22
111.72.0.0	111.79.255.255	524288	111.72.0.0/13
111.112.0.0	111.113.255.255	131072	111.112.0.0/15
111.120.0.0	111.123.255.255	262144	111.120.0.0/14
111.124.0.0	111.124.255.255	65536	111.124.0.0/16
111.126.0.0	111.127.255.255	131072	111.126.0.0/15
111.170.0.0	111.170.255.255	65536	111.170.0.0/16
111.172.0.0	111.172.0.255	256	111.172.0.0/24
111.172.0.0	111.175.255.255	262144	111.172.0.0/14
111.172.208.0	111.172.211.255	1024	111.172.208.0/22
111.174.0.0	111.174.15.255	4096	111.174.0.0/20
111.174.60.0	111.174.63.255	1024	111.174.60.0/22
111.176.0.0	111.183.255.255	524288	111.176.0.0/13
111.177.0.0	111.177.15.255	4096	111.177.0.0/20
111.177.16.0	111.177.23.255	2048	111.177.16.0/21
111.177.24.0	111.177.31.255	2048	111.177.24.0/21
111.177.32.0	111.177.47.255	4096	111.177.32.0/20
111.178.233.0	111.178.233.255	256	111.178.233.0/24
111.224.0.0	111.227.255.255	262144	111.224.0.0/14
111.235.156.0	111.235.159.255	1024	111.235.156.0/22
112.66.0.0	112.67.255.255	131072	112.66.0.0/15
112.73.64.0	112.73.127.255	16384	112.73.64.0/18
112.98.0.0	112.99.255.255	131072	112.98.0.0/15
112.100.0.0	112.101.255.255	131072	112.100.0.0/15
112.100.0.0	112.103.255.255	262144	112.100.0.0/14
112.100.92.0	112.100.92.255	256	112.100.92.0/24
112.100.96.0	112.100.99.255	1024	112.100.96.0/22
112.100.100.0	112.100.100.255	256	112.100.100.0/24
112.100.101.0	112.100.101.255	256	112.100.101.0/24
112.112.0.0	112.115.255.255	262144	112.112.0.0/14
112.112.162.0	112.112.162.255	256	112.112.162.0/24
112.113.248.0	112.113.251.255	1024	112.113.248.0/22
112.116.0.0	112.117.255.255	131072	112.116.0.0/15
112.117.208.0	112.117.208.255	256	112.117.208.0/24
112.117.209.0	112.117.209.255	256	112.117.209.0/24
112.117.210.0	112.117.210.255	256	112.117.210.0/24
112.117.211.0	112.117.211.255	256	112.117.211.0/24
112.117.212.0	112.117.215.255	1024	112.117.212.0/22
112.117.216.0	112.117.219.255	1024	112.117.216.0/22
112.117.220.0	112.117.223.255	1024	112.117.220.0/22
112.117.221.0	112.117.221.255	256	112.117.221.0/24
112.117.222.0	112.117.222.255	256	112.117.222.0/24
113.12.0.0	113.15.255.255	262144	113.12.0.0/14
113.14.100.0	113.14.103.255	1024	113.14.100.0/22
113.14.104.0	113.14.111.255	2048	113.14.104.0/21
113.14.112.0	113.14.127.255	4096	113.14.112.0/20
113.14.208.0	113.14.215.255	2048	113.14.208.0/21
113.15.160.0	113.15.191.255	8192	113.15.160.0/19
113.16.0.0	113.17.255.255	131072	113.16.0.0/15
113.17.0.0	113.17.31.255	8192	113.17.0.0/19
113.21.234.0	113.21.234.255	256	113.21.234.0/24
113.21.237.0	113.21.237.255	256	113.21.237.0/24
113.21.238.0	113.21.238.255	256	113.21.238.0/24
113.24.0.0	113.27.255.255	262144	113.24.0.0/14
113.31.29.0	113.31.29.255	256	113.31.29.0/24
113.31.31.0	113.31.31.255	256	113.31.31.0/24
113.31.88.0	113.31.89.255	512	113.31.88.0/23
113.31.96.0	113.31.111.255	4096	113.31.96.0/20
113.31.112.0	113.31.127.255	4096	113.31.112.0/20
113.31.144.0	113.31.159.255	4096	113.31.144.0/20
113.31.160.0	113.31.175.255	4096	113.31.160.0/20
113.31.176.0	113.31.191.255	4096	113.31.176.0/20
113.59.224.0	113.59.227.255	1024	113.59.224.0/22
113.62.0.0	113.63.255.255	131072	113.62.0.0/15
113.64.0.0	113.95.255.255	2097152	113.64.0.0/11
113.96.0.0	113.111.255.255	1048576	113.96.0.0/12
113.112.0.0	113.119.255.255	524288	113.112.0.0/13
113.120.0.0	113.127.255.255	524288	113.120.0.0/13
113.125.0.0	113.125.255.255	65536	113.125.0.0/16
113.128.0.0	113.129.255.255	131072	113.128.0.0/15
113.132.0.0	113.135.255.255	262144	113.132.0.0/14
113.133.160.0	113.133.191.255	8192	113.133.160.0/19
113.134.208.0	113.134.215.255	2048	113.134.208.0/21
113.136.0.0	113.143.255.255	524288	113.136.0.0/13
113.137.32.0	113.137.63.255	8192	113.137.32.0/19
113.141.160.0	113.141.191.255	8192	113.141.160.0/19
113.142.0.0	113.142.127.255	32768	113.142.0.0/17
113.142.18.0	113.142.19.255	512	113.142.18.0/23
113.142.20.0	113.142.23.255	1024	113.142.20.0/22
113.142.28.0	113.142.28.255	256	113.142.28.0/24
113.142.34.0	113.142.34.255	256	113.142.34.0/24
113.142.38.0	113.142.39.255	512	113.142.38.0/23
113.142.40.0	113.142.43.255	1024	113.142.40.0/22
113.142.44.0	113.142.45.255	512	113.142.44.0/23
113.142.46.0	113.142.46.255	256	113.142.46.0/24
113.142.50.0	113.142.50.255	256	113.142.50.0/24
113.142.51.0	113.142.51.255	256	113.142.51.0/24
113.142.52.0	113.142.52.255	256	113.142.52.0/24
113.142.54.0	113.142.55.255	512	113.142.54.0/23
113.142.56.0	113.142.63.255	2048	113.142.56.0/21
113.142.64.0	113.142.79.255	4096	113.142.64.0/20
113.142.80.0	113.142.95.255	4096	113.142.80.0/20
113.142.128.0	113.142.255.255	32768	113.142.128.0/17
113.218.0.0	113.219.255.255	131072	113.218.0.0/15
113.220.0.0	113.223.255.255	262144	113.220.0.0/14
113.240.0.0	113.247.255.255	524288	113.240.0.0/13
113.248.0.0	113.251.255.255	262144	113.248.0.0/14
113.249.68.0	113.249.71.255	1024	113.249.68.0/22
113.249.80.0	113.249.95.255	4096	113.249.80.0/20
113.249.96.0	113.249.127.255	8192	113.249.96.0/19
113.250.0.0	113.250.15.255	4096	113.250.0.0/20
113.250.16.0	113.250.23.255	2048	113.250.16.0/21
113.250.24.0	113.250.25.255	512	113.250.24.0/23
113.250.86.0	113.250.87.255	512	113.250.86.0/23
113.250.176.0	113.250.191.255	4096	113.250.176.0/20
114.28.68.0	114.28.71.255	1024	114.28.68.0/22
114.28.72.0	114.28.79.255	2048	114.28.72.0/21
114.28.128.0	114.28.159.255	8192	114.28.128.0/19
114.64.0.0	114.64.255.255	65536	114.64.0.0/16
